,Content ID,Reaction Type,Datetime,Category,Score,Content Type,Sentiment,,,Datetime,Month,countpostbymonth,,Sentiment,,,,,,,,,,,,,,
8907,0c042b6c-725e-4591-a666-cf32c5ec7cc8,worried,26-06-2020 23:02,public speaking,12,audio,negative,,,26-06-2020,6,2021,,,,,,,,,,,,,,,,
8908,0c042b6c-725e-4591-a666-cf32c5ec7cc8,peeking,14-08-2020 09:36,public speaking,35,audio,neutral,,,14-08-2020,8,2114,,,,,,,,,,,,,,,,
8909,0c042b6c-725e-4591-a666-cf32c5ec7cc8,dislike,01-03-2021 20:07,public speaking,10,audio,negative,,,01-03-2021,3,2012,,,,,,,,,,,,,,,,
8910,dfdf6d34-e60b-4d21-9973-4bf07769be78,peeking,15-07-2020 11:20,public speaking,35,photo,neutral,,,15-07-2020,7,2070,,,,,,,,,,,,,,,,
8911,dfdf6d34-e60b-4d21-9973-4bf07769be78,scared,03-01-2021 14:38,public speaking,15,photo,negative,,,03-01-2021,1,2126,,,,,,,,,,,,,,,,
8912,dfdf6d34-e60b-4d21-9973-4bf07769be78,heart,01-11-2020 08:39,public speaking,60,photo,positive,,,01-11-2020,11,2034,,,,,,,,,,,,,,,,
8913,dfdf6d34-e60b-4d21-9973-4bf07769be78,like,01-09-2020 06:59,public speaking,50,photo,positive,,,01-09-2020,9,2022,,,,,,,,,,,,,,,,
8914,dfdf6d34-e60b-4d21-9973-4bf07769be78,disgust,20-08-2020 03:05,public speaking,0,photo,negative,,,20-08-2020,8,2114,,,,,,,,,,,,,,,,
8915,dfdf6d34-e60b-4d21-9973-4bf07769be78,heart,27-05-2021 06:18,public speaking,60,photo,positive,,,27-05-2021,5,2138,,,,,,,,,,,,,,,,
8916,dfdf6d34-e60b-4d21-9973-4bf07769be78,interested,02-06-2021 13:23,public speaking,30,photo,positive,,,02-06-2021,6,2021,,,,,,,,,,,,,,,,
8917,dfdf6d34-e60b-4d21-9973-4bf07769be78,interested,11-05-2021 11:14,public speaking,30,photo,positive,,,11-05-2021,5,2138,,,,,,,,,,,,,,,,
8918,dfdf6d34-e60b-4d21-9973-4bf07769be78,super love,13-04-2021 05:00,public speaking,75,photo,positive,,,13-04-2021,4,1974,,,,,,,,,,,,,,,,
8919,dfdf6d34-e60b-4d21-9973-4bf07769be78,intrigued,25-05-2021 10:00,public speaking,45,photo,positive,,,25-05-2021,5,2138,,,,,,,,,,,,,,,,
8920,dfdf6d34-e60b-4d21-9973-4bf07769be78,dislike,24-05-2021 10:07,public speaking,10,photo,negative,,,24-05-2021,5,2138,,,,,,,,,,,,,,,,
8921,dfdf6d34-e60b-4d21-9973-4bf07769be78,adore,21-08-2020 11:48,public speaking,72,photo,positive,,,21-08-2020,8,2114,,,,,,,,,,,,,,,,
8922,dfdf6d34-e60b-4d21-9973-4bf07769be78,cherish,25-04-2021 11:58,public speaking,70,photo,positive,,,25-04-2021,4,1974,,,,,,,,,,,,,,,,
8923,dfdf6d34-e60b-4d21-9973-4bf07769be78,peeking,17-01-2021 02:19,public speaking,35,photo,neutral,,,17-01-2021,1,2126,,,,,,,,,,,,,,,,
8924,dfdf6d34-e60b-4d21-9973-4bf07769be78,interested,01-01-2021 07:43,public speaking,30,photo,positive,,,01-01-2021,1,2126,,,,,,,,,,,,,,,,
8925,dfdf6d34-e60b-4d21-9973-4bf07769be78,love,05-07-2020 22:49,public speaking,65,photo,positive,,,05-07-2020,7,2070,,,,,,,,,,,,,,,,
8926,dfdf6d34-e60b-4d21-9973-4bf07769be78,love,07-09-2020 08:07,public speaking,65,photo,positive,,,07-09-2020,9,2022,,,,,,,,,,,,,,,,
8927,dfdf6d34-e60b-4d21-9973-4bf07769be78,worried,22-02-2021 14:11,public speaking,12,photo,negative,,,22-02-2021,2,1914,,,,,,,,,,,,,,,,
8928,dfdf6d34-e60b-4d21-9973-4bf07769be78,dislike,21-11-2020 07:50,public speaking,10,photo,negative,,,21-11-2020,11,2034,,,,,,,,,,,,,,,,
8929,dfdf6d34-e60b-4d21-9973-4bf07769be78,indifferent,10-01-2021 20:11,public speaking,20,photo,neutral,,,10-01-2021,1,2126,,,,,,,,,,,,,,,,
8930,dfdf6d34-e60b-4d21-9973-4bf07769be78,like,05-12-2020 19:20,public speaking,50,photo,positive,,,05-12-2020,12,2092,,,,,,,,,,,,,,,,
8931,dfdf6d34-e60b-4d21-9973-4bf07769be78,indifferent,28-05-2021 17:36,public speaking,20,photo,neutral,,,28-05-2021,5,2138,,,,,,,,,,,,,,,,
8932,dfdf6d34-e60b-4d21-9973-4bf07769be78,like,15-05-2021 08:26,public speaking,50,photo,positive,,,15-05-2021,5,2138,,,,,,,,,,,,,,,,
8933,dfdf6d34-e60b-4d21-9973-4bf07769be78,heart,12-01-2021 03:32,public speaking,60,photo,positive,,,12-01-2021,1,2126,,,,,,,,,,,,,,,,
8934,dfdf6d34-e60b-4d21-9973-4bf07769be78,interested,16-11-2020 12:31,public speaking,30,photo,positive,,,16-11-2020,11,2034,,,,,,,,,,,,,,,,
8935,dfdf6d34-e60b-4d21-9973-4bf07769be78,want,21-10-2020 05:21,public speaking,70,photo,positive,,,21-10-2020,10,2056,,,,,,,,,,,,,,,,
8936,dfdf6d34-e60b-4d21-9973-4bf07769be78,scared,22-04-2021 08:38,public speaking,15,photo,negative,,,22-04-2021,4,1974,,,,,,,,,,,,,,,,
8937,dfdf6d34-e60b-4d21-9973-4bf07769be78,love,21-10-2020 18:40,public speaking,65,photo,positive,,,21-10-2020,10,2056,,,,,,,,,,,,,,,,
8938,dfdf6d34-e60b-4d21-9973-4bf07769be78,dislike,22-02-2021 12:10,public speaking,10,photo,negative,,,22-02-2021,2,1914,,,,,,,,,,,,,,,,
8939,dfdf6d34-e60b-4d21-9973-4bf07769be78,intrigued,11-06-2021 15:08,public speaking,45,photo,positive,,,11-06-2021,6,2021,,,,,,,,,,,,,,,,
8940,dfdf6d34-e60b-4d21-9973-4bf07769be78,love,25-02-2021 00:32,public speaking,65,photo,positive,,,25-02-2021,2,1914,,,,,,,,,,,,,,,,
8941,dfdf6d34-e60b-4d21-9973-4bf07769be78,disgust,28-01-2021 01:42,public speaking,0,photo,negative,,,28-01-2021,1,2126,,,,,,,,,,,,,,,,
8942,dfdf6d34-e60b-4d21-9973-4bf07769be78,indifferent,03-05-2021 07:12,public speaking,20,photo,neutral,,,03-05-2021,5,2138,,,,,,,,,,,,,,,,
8943,cebae43b-4f77-4689-86e0-66fb107d5eef,love,13-11-2020 06:50,culture,65,GIF,positive,,,13-11-2020,11,2034,,,,,,,,,,,,,,,,
8944,cebae43b-4f77-4689-86e0-66fb107d5eef,adore,31-07-2020 07:24,culture,72,GIF,positive,,,31-07-2020,7,2070,,,,,,,,,,,,,,,,
8945,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,12-07-2020 01:34,culture,75,GIF,positive,,,12-07-2020,7,2070,,,,,,,,,,,,,,,,
8946,cebae43b-4f77-4689-86e0-66fb107d5eef,adore,29-09-2020 21:30,culture,72,GIF,positive,,,29-09-2020,9,2022,,,,,,,,,,,,,,,,
8947,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,05-01-2021 22:15,culture,75,GIF,positive,,,05-01-2021,1,2126,,,,,,,,,,,,,,,,
8948,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,17-02-2021 22:13,culture,75,GIF,positive,,,17-02-2021,2,1914,,,,,,,,,,,,,,,,
8949,cebae43b-4f77-4689-86e0-66fb107d5eef,intrigued,03-08-2020 17:03,culture,45,GIF,positive,,,03-08-2020,8,2114,,,,,,,,,,,,,,,,
8950,cebae43b-4f77-4689-86e0-66fb107d5eef,want,14-12-2020 05:51,culture,70,GIF,positive,,,14-12-2020,12,2092,,,,,,,,,,,,,,,,
8951,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,10-04-2021 19:00,culture,75,GIF,positive,,,10-04-2021,4,1974,,,,,,,,,,,,,,,,
8952,cebae43b-4f77-4689-86e0-66fb107d5eef,indifferent,13-12-2020 08:15,culture,20,GIF,neutral,,,13-12-2020,12,2092,,,,,,,,,,,,,,,,
8953,cebae43b-4f77-4689-86e0-66fb107d5eef,disgust,06-03-2021 00:05,culture,0,GIF,negative,,,06-03-2021,3,2012,,,,,,,,,,,,,,,,
8954,cebae43b-4f77-4689-86e0-66fb107d5eef,indifferent,27-03-2021 15:15,culture,20,GIF,neutral,,,27-03-2021,3,2012,,,,,,,,,,,,,,,,
8955,cebae43b-4f77-4689-86e0-66fb107d5eef,hate,07-05-2021 07:18,culture,5,GIF,negative,,,07-05-2021,5,2138,,,,,,,,,,,,,,,,
8956,cebae43b-4f77-4689-86e0-66fb107d5eef,scared,25-04-2021 23:40,culture,15,GIF,negative,,,25-04-2021,4,1974,,,,,,,,,,,,,,,,
8957,cebae43b-4f77-4689-86e0-66fb107d5eef,love,14-10-2020 05:53,culture,65,GIF,positive,,,14-10-2020,10,2056,,,,,,,,,,,,,,,,
8958,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,22-06-2020 09:36,culture,75,GIF,positive,,,22-06-2020,6,2021,,,,,,,,,,,,,,,,
8959,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,25-11-2020 12:48,culture,75,GIF,positive,,,25-11-2020,11,2034,,,,,,,,,,,,,,,,
8960,cebae43b-4f77-4689-86e0-66fb107d5eef,hate,29-11-2020 13:33,culture,5,GIF,negative,,,29-11-2020,11,2034,,,,,,,,,,,,,,,,
8961,cebae43b-4f77-4689-86e0-66fb107d5eef,like,29-03-2021 10:32,culture,50,GIF,positive,,,29-03-2021,3,2012,,,,,,,,,,,,,,,,
8962,cebae43b-4f77-4689-86e0-66fb107d5eef,worried,17-05-2021 22:58,culture,12,GIF,negative,,,17-05-2021,5,2138,,,,,,,,,,,,,,,,
8963,cebae43b-4f77-4689-86e0-66fb107d5eef,love,18-11-2020 11:39,culture,65,GIF,positive,,,18-11-2020,11,2034,,,,,,,,,,,,,,,,
8964,cebae43b-4f77-4689-86e0-66fb107d5eef,intrigued,16-08-2020 09:28,culture,45,GIF,positive,,,16-08-2020,8,2114,,,,,,,,,,,,,,,,
8965,cebae43b-4f77-4689-86e0-66fb107d5eef,indifferent,19-07-2020 01:21,culture,20,GIF,neutral,,,19-07-2020,7,2070,,,,,,,,,,,,,,,,
8966,cebae43b-4f77-4689-86e0-66fb107d5eef,want,26-06-2020 08:36,culture,70,GIF,positive,,,26-06-2020,6,2021,,,,,,,,,,,,,,,,
8967,cebae43b-4f77-4689-86e0-66fb107d5eef,adore,15-05-2021 15:48,culture,72,GIF,positive,,,15-05-2021,5,2138,,,,,,,,,,,,,,,,
8968,cebae43b-4f77-4689-86e0-66fb107d5eef,heart,28-04-2021 22:30,culture,60,GIF,positive,,,28-04-2021,4,1974,,,,,,,,,,,,,,,,
8969,cebae43b-4f77-4689-86e0-66fb107d5eef,dislike,08-06-2021 10:32,culture,10,GIF,negative,,,08-06-2021,6,2021,,,,,,,,,,,,,,,,
8970,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,16-10-2020 16:50,culture,75,GIF,positive,,,16-10-2020,10,2056,,,,,,,,,,,,,,,,
8971,cebae43b-4f77-4689-86e0-66fb107d5eef,interested,09-12-2020 17:56,culture,30,GIF,positive,,,09-12-2020,12,2092,,,,,,,,,,,,,,,,
8972,cebae43b-4f77-4689-86e0-66fb107d5eef,scared,10-12-2020 15:40,culture,15,GIF,negative,,,10-12-2020,12,2092,,,,,,,,,,,,,,,,
8973,cebae43b-4f77-4689-86e0-66fb107d5eef,indifferent,11-08-2020 13:23,culture,20,GIF,neutral,,,11-08-2020,8,2114,,,,,,,,,,,,,,,,
8974,cebae43b-4f77-4689-86e0-66fb107d5eef,love,18-10-2020 16:06,culture,65,GIF,positive,,,18-10-2020,10,2056,,,,,,,,,,,,,,,,
8975,cebae43b-4f77-4689-86e0-66fb107d5eef,intrigued,16-05-2021 23:02,culture,45,GIF,positive,,,16-05-2021,5,2138,,,,,,,,,,,,,,,,
8976,cebae43b-4f77-4689-86e0-66fb107d5eef,intrigued,31-07-2020 08:30,culture,45,GIF,positive,,,31-07-2020,7,2070,,,,,,,,,,,,,,,,
8977,cebae43b-4f77-4689-86e0-66fb107d5eef,want,08-08-2020 00:59,culture,70,GIF,positive,,,08-08-2020,8,2114,,,,,,,,,,,,,,,,
8978,cebae43b-4f77-4689-86e0-66fb107d5eef,love,05-02-2021 16:08,culture,65,GIF,positive,,,05-02-2021,2,1914,,,,,,,,,,,,,,,,
8979,cebae43b-4f77-4689-86e0-66fb107d5eef,interested,02-05-2021 21:46,culture,30,GIF,positive,,,02-05-2021,5,2138,,,,,,,,,,,,,,,,
8980,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,06-02-2021 17:58,dogs,30,photo,positive,,,06-02-2021,2,1914,,,,,,,,,,,,,,,,
8981,7e2e14e2-79eb-41d0-8d5f-eba20460f049,hate,06-05-2021 00:51,dogs,5,photo,negative,,,06-05-2021,5,2138,,,,,,,,,,,,,,,,
8982,7e2e14e2-79eb-41d0-8d5f-eba20460f049,adore,22-06-2020 16:58,dogs,72,photo,positive,,,22-06-2020,6,2021,,,,,,,,,,,,,,,,
8983,7e2e14e2-79eb-41d0-8d5f-eba20460f049,cherish,23-11-2020 19:13,dogs,70,photo,positive,,,23-11-2020,11,2034,,,,,,,,,,,,,,,,
8984,7e2e14e2-79eb-41d0-8d5f-eba20460f049,cherish,15-05-2021 22:24,dogs,70,photo,positive,,,15-05-2021,5,2138,,,,,,,,,,,,,,,,
8985,7e2e14e2-79eb-41d0-8d5f-eba20460f049,love,16-05-2021 04:22,dogs,65,photo,positive,,,16-05-2021,5,2138,,,,,,,,,,,,,,,,
8986,7e2e14e2-79eb-41d0-8d5f-eba20460f049,intrigued,17-04-2021 21:18,dogs,45,photo,positive,,,17-04-2021,4,1974,,,,,,,,,,,,,,,,
8987,7e2e14e2-79eb-41d0-8d5f-eba20460f049,like,06-11-2020 11:25,dogs,50,photo,positive,,,06-11-2020,11,2034,,,,,,,,,,,,,,,,
8988,7e2e14e2-79eb-41d0-8d5f-eba20460f049,love,05-06-2021 16:01,dogs,65,photo,positive,,,05-06-2021,6,2021,,,,,,,,,,,,,,,,
8989,7e2e14e2-79eb-41d0-8d5f-eba20460f049,cherish,06-05-2021 02:46,dogs,70,photo,positive,,,06-05-2021,5,2138,,,,,,,,,,,,,,,,
8990,7e2e14e2-79eb-41d0-8d5f-eba20460f049,want,05-01-2021 08:36,dogs,70,photo,positive,,,05-01-2021,1,2126,,,,,,,,,,,,,,,,
8991,7e2e14e2-79eb-41d0-8d5f-eba20460f049,super love,06-08-2020 05:40,dogs,75,photo,positive,,,06-08-2020,8,2114,,,,,,,,,,,,,,,,
8992,7e2e14e2-79eb-41d0-8d5f-eba20460f049,heart,09-12-2020 05:00,dogs,60,photo,positive,,,09-12-2020,12,2092,,,,,,,,,,,,,,,,
8993,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,29-05-2021 23:10,dogs,20,photo,neutral,,,29-05-2021,5,2138,,,,,,,,,,,,,,,,
8994,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,27-03-2021 07:13,dogs,30,photo,positive,,,27-03-2021,3,2012,,,,,,,,,,,,,,,,
8995,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,12-01-2021 20:52,dogs,30,photo,positive,,,12-01-2021,1,2126,,,,,,,,,,,,,,,,
8996,7e2e14e2-79eb-41d0-8d5f-eba20460f049,want,08-11-2020 19:48,dogs,70,photo,positive,,,08-11-2020,11,2034,,,,,,,,,,,,,,,,
8997,7e2e14e2-79eb-41d0-8d5f-eba20460f049,adore,28-09-2020 11:18,dogs,72,photo,positive,,,28-09-2020,9,2022,,,,,,,,,,,,,,,,
8998,7e2e14e2-79eb-41d0-8d5f-eba20460f049,hate,30-03-2021 09:42,dogs,5,photo,negative,,,30-03-2021,3,2012,,,,,,,,,,,,,,,,
8999,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,27-08-2020 16:21,dogs,20,photo,neutral,,,27-08-2020,8,2114,,,,,,,,,,,,,,,,
9000,7e2e14e2-79eb-41d0-8d5f-eba20460f049,peeking,30-03-2021 10:22,dogs,35,photo,neutral,,,30-03-2021,3,2012,,,,,,,,,,,,,,,,
9001,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,15-01-2021 14:05,dogs,30,photo,positive,,,15-01-2021,1,2126,,,,,,,,,,,,,,,,
9002,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,23-01-2021 05:30,dogs,20,photo,neutral,,,23-01-2021,1,2126,,,,,,,,,,,,,,,,
9003,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,28-06-2020 15:18,dogs,20,photo,neutral,,,28-06-2020,6,2021,,,,,,,,,,,,,,,,
9004,7e2e14e2-79eb-41d0-8d5f-eba20460f049,scared,02-05-2021 17:09,dogs,15,photo,negative,,,02-05-2021,5,2138,,,,,,,,,,,,,,,,
9005,7e2e14e2-79eb-41d0-8d5f-eba20460f049,dislike,16-02-2021 16:44,dogs,10,photo,negative,,,16-02-2021,2,1914,,,,,,,,,,,,,,,,
9006,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,17-10-2020 21:15,dogs,20,photo,neutral,,,17-10-2020,10,2056,,,,,,,,,,,,,,,,
9007,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,05-04-2021 02:04,dogs,30,photo,positive,,,05-04-2021,4,1974,,,,,,,,,,,,,,,,
9008,7e2e14e2-79eb-41d0-8d5f-eba20460f049,peeking,06-04-2021 03:46,dogs,35,photo,neutral,,,06-04-2021,4,1974,,,,,,,,,,,,,,,,
9009,7e2e14e2-79eb-41d0-8d5f-eba20460f049,like,02-06-2021 11:52,dogs,50,photo,positive,,,02-06-2021,6,2021,,,,,,,,,,,,,,,,
9010,7e2e14e2-79eb-41d0-8d5f-eba20460f049,dislike,27-02-2021 16:46,dogs,10,photo,negative,,,27-02-2021,2,1914,,,,,,,,,,,,,,,,
9011,7e2e14e2-79eb-41d0-8d5f-eba20460f049,want,04-01-2021 04:50,dogs,70,photo,positive,,,04-01-2021,1,2126,,,,,,,,,,,,,,,,
9012,34cb120b-853b-4788-8978-a3544449136b,hate,03-01-2021 18:20,food,5,photo,negative,,,03-01-2021,1,2126,,,,,,,,,,,,,,,,
9013,34cb120b-853b-4788-8978-a3544449136b,love,29-04-2021 11:32,food,65,photo,positive,,,29-04-2021,4,1974,,,,,,,,,,,,,,,,
9014,34cb120b-853b-4788-8978-a3544449136b,interested,07-09-2020 05:13,food,30,photo,positive,,,07-09-2020,9,2022,,,,,,,,,,,,,,,,
9015,34cb120b-853b-4788-8978-a3544449136b,intrigued,15-03-2021 17:19,food,45,photo,positive,,,15-03-2021,3,2012,,,,,,,,,,,,,,,,
9016,34cb120b-853b-4788-8978-a3544449136b,adore,01-11-2020 20:48,food,72,photo,positive,,,01-11-2020,11,2034,,,,,,,,,,,,,,,,
9017,34cb120b-853b-4788-8978-a3544449136b,cherish,02-02-2021 08:08,food,70,photo,positive,,,02-02-2021,2,1914,,,,,,,,,,,,,,,,
9018,34cb120b-853b-4788-8978-a3544449136b,scared,21-08-2020 16:08,food,15,photo,negative,,,21-08-2020,8,2114,,,,,,,,,,,,,,,,
9019,34cb120b-853b-4788-8978-a3544449136b,scared,05-10-2020 21:56,food,15,photo,negative,,,05-10-2020,10,2056,,,,,,,,,,,,,,,,
9020,34cb120b-853b-4788-8978-a3544449136b,love,14-08-2020 21:30,food,65,photo,positive,,,14-08-2020,8,2114,,,,,,,,,,,,,,,,
9021,34cb120b-853b-4788-8978-a3544449136b,love,26-11-2020 04:43,food,65,photo,positive,,,26-11-2020,11,2034,,,,,,,,,,,,,,,,
9022,34cb120b-853b-4788-8978-a3544449136b,heart,06-03-2021 09:55,food,60,photo,positive,,,06-03-2021,3,2012,,,,,,,,,,,,,,,,
9023,34cb120b-853b-4788-8978-a3544449136b,adore,28-08-2020 05:28,food,72,photo,positive,,,28-08-2020,8,2114,,,,,,,,,,,,,,,,
9024,34cb120b-853b-4788-8978-a3544449136b,want,28-05-2021 02:40,food,70,photo,positive,,,28-05-2021,5,2138,,,,,,,,,,,,,,,,
9025,34cb120b-853b-4788-8978-a3544449136b,dislike,15-06-2021 18:36,food,10,photo,negative,,,15-06-2021,6,2021,,,,,,,,,,,,,,,,
9026,34cb120b-853b-4788-8978-a3544449136b,cherish,20-03-2021 06:56,food,70,photo,positive,,,20-03-2021,3,2012,,,,,,,,,,,,,,,,
9027,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,11-01-2021 02:07,soccer,12,GIF,negative,,,11-01-2021,1,2126,,,,,,,,,,,,,,,,
9028,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,21-08-2020 09:11,soccer,12,GIF,negative,,,21-08-2020,8,2114,,,,,,,,,,,,,,,,
9029,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,disgust,21-01-2021 22:16,soccer,0,GIF,negative,,,21-01-2021,1,2126,,,,,,,,,,,,,,,,
9030,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,love,17-08-2020 09:49,soccer,65,GIF,positive,,,17-08-2020,8,2114,,,,,,,,,,,,,,,,
9031,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,heart,08-11-2020 07:45,soccer,60,GIF,positive,,,08-11-2020,11,2034,,,,,,,,,,,,,,,,
9032,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,love,01-11-2020 18:59,soccer,65,GIF,positive,,,01-11-2020,11,2034,,,,,,,,,,,,,,,,
9033,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,interested,04-11-2020 07:12,soccer,30,GIF,positive,,,04-11-2020,11,2034,,,,,,,,,,,,,,,,
9034,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,04-02-2021 19:27,soccer,12,GIF,negative,,,04-02-2021,2,1914,,,,,,,,,,,,,,,,
9035,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,super love,10-05-2021 13:47,soccer,75,GIF,positive,,,10-05-2021,5,2138,,,,,,,,,,,,,,,,
9036,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,adore,08-10-2020 23:02,soccer,72,GIF,positive,,,08-10-2020,10,2056,,,,,,,,,,,,,,,,
9037,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,intrigued,20-12-2020 11:41,soccer,45,GIF,positive,,,20-12-2020,12,2092,,,,,,,,,,,,,,,,
9038,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,dislike,23-12-2020 14:14,soccer,10,GIF,negative,,,23-12-2020,12,2092,,,,,,,,,,,,,,,,
9039,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,like,28-06-2020 10:29,soccer,50,GIF,positive,,,28-06-2020,6,2021,,,,,,,,,,,,,,,,
9040,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,intrigued,20-07-2020 12:47,soccer,45,GIF,positive,,,20-07-2020,7,2070,,,,,,,,,,,,,,,,
9041,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,adore,24-06-2020 23:08,soccer,72,GIF,positive,,,24-06-2020,6,2021,,,,,,,,,,,,,,,,
9042,e4306fd4-391c-4016-8b5f-98594bb647a0,like,10-03-2021 21:47,healthy eating,50,audio,positive,,,10-03-2021,3,2012,,,,,,,,,,,,,,,,
9043,e4306fd4-391c-4016-8b5f-98594bb647a0,cherish,15-01-2021 12:12,healthy eating,70,audio,positive,,,15-01-2021,1,2126,,,,,,,,,,,,,,,,
9044,e4306fd4-391c-4016-8b5f-98594bb647a0,intrigued,24-07-2020 05:45,healthy eating,45,audio,positive,,,24-07-2020,7,2070,,,,,,,,,,,,,,,,
9045,e4306fd4-391c-4016-8b5f-98594bb647a0,like,24-02-2021 04:47,healthy eating,50,audio,positive,,,24-02-2021,2,1914,,,,,,,,,,,,,,,,
9046,e4306fd4-391c-4016-8b5f-98594bb647a0,want,18-11-2020 21:52,healthy eating,70,audio,positive,,,18-11-2020,11,2034,,,,,,,,,,,,,,,,
9047,e4306fd4-391c-4016-8b5f-98594bb647a0,like,07-05-2021 16:28,healthy eating,50,audio,positive,,,07-05-2021,5,2138,,,,,,,,,,,,,,,,
9048,e4306fd4-391c-4016-8b5f-98594bb647a0,intrigued,29-11-2020 15:59,healthy eating,45,audio,positive,,,29-11-2020,11,2034,,,,,,,,,,,,,,,,
9049,e4306fd4-391c-4016-8b5f-98594bb647a0,scared,08-08-2020 11:04,healthy eating,15,audio,negative,,,08-08-2020,8,2114,,,,,,,,,,,,,,,,
9050,e4306fd4-391c-4016-8b5f-98594bb647a0,peeking,21-04-2021 02:23,healthy eating,35,audio,neutral,,,21-04-2021,4,1974,,,,,,,,,,,,,,,,
9051,e4306fd4-391c-4016-8b5f-98594bb647a0,dislike,08-12-2020 00:21,healthy eating,10,audio,negative,,,08-12-2020,12,2092,,,,,,,,,,,,,,,,
9052,e4306fd4-391c-4016-8b5f-98594bb647a0,disgust,22-02-2021 15:52,healthy eating,0,audio,negative,,,22-02-2021,2,1914,,,,,,,,,,,,,,,,
9053,e4306fd4-391c-4016-8b5f-98594bb647a0,interested,08-12-2020 13:38,healthy eating,30,audio,positive,,,08-12-2020,12,2092,,,,,,,,,,,,,,,,
9054,e4306fd4-391c-4016-8b5f-98594bb647a0,interested,01-11-2020 08:06,healthy eating,30,audio,positive,,,01-11-2020,11,2034,,,,,,,,,,,,,,,,
9055,e4306fd4-391c-4016-8b5f-98594bb647a0,disgust,13-02-2021 00:16,healthy eating,0,audio,negative,,,13-02-2021,2,1914,,,,,,,,,,,,,,,,
9056,e4306fd4-391c-4016-8b5f-98594bb647a0,interested,08-01-2021 06:28,healthy eating,30,audio,positive,,,08-01-2021,1,2126,,,,,,,,,,,,,,,,
9057,e4306fd4-391c-4016-8b5f-98594bb647a0,heart,21-11-2020 21:29,healthy eating,60,audio,positive,,,21-11-2020,11,2034,,,,,,,,,,,,,,,,
9058,697af362-e84b-4429-b4ea-4123c6ab44ba,dislike,24-02-2021 15:37,science,10,video,negative,,,24-02-2021,2,1914,,,,,,,,,,,,,,,,
9059,697af362-e84b-4429-b4ea-4123c6ab44ba,love,19-11-2020 02:10,science,65,video,positive,,,19-11-2020,11,2034,,,,,,,,,,,,,,,,
9060,697af362-e84b-4429-b4ea-4123c6ab44ba,want,26-12-2020 11:40,science,70,video,positive,,,26-12-2020,12,2092,,,,,,,,,,,,,,,,
9061,697af362-e84b-4429-b4ea-4123c6ab44ba,like,10-01-2021 05:48,science,50,video,positive,,,10-01-2021,1,2126,,,,,,,,,,,,,,,,
9062,697af362-e84b-4429-b4ea-4123c6ab44ba,want,29-08-2020 08:51,science,70,video,positive,,,29-08-2020,8,2114,,,,,,,,,,,,,,,,
9063,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,05-11-2020 13:24,science,60,video,positive,,,05-11-2020,11,2034,,,,,,,,,,,,,,,,
9064,697af362-e84b-4429-b4ea-4123c6ab44ba,disgust,26-12-2020 10:18,science,0,video,negative,,,26-12-2020,12,2092,,,,,,,,,,,,,,,,
9065,697af362-e84b-4429-b4ea-4123c6ab44ba,dislike,10-04-2021 09:38,science,10,video,negative,,,10-04-2021,4,1974,,,,,,,,,,,,,,,,
9066,697af362-e84b-4429-b4ea-4123c6ab44ba,indifferent,24-01-2021 11:22,science,20,video,neutral,,,24-01-2021,1,2126,,,,,,,,,,,,,,,,
9067,697af362-e84b-4429-b4ea-4123c6ab44ba,intrigued,25-09-2020 00:04,science,45,video,positive,,,25-09-2020,9,2022,,,,,,,,,,,,,,,,
